STATIONCODE,LOCATION,STATE,MONTH,Temp,D.O._(mg/l),PH,CONDUCTIVITY_(µmhos/cm),TURBIDITY_(FNU),COLOR_(mgPt/L),ALKALINITY_(mmol/L),B.O.D._(mg/l),NITRATE,FECAL_COLIFORM_(MPN/100ml),Int_(cfu/100ml),CIPerf_(cfu/100_ml),TERMOTOL_COLIFORM_(cfu/100_ml),TOTAL_COLIFORM_(MPN/100ml)Mean,year
2291,SVARTEDIKET,BERGEN,MAR,30,5.2,6.9,81,0.99,,7.3,1.5,0.37,71,0.11,<1,<1,465,2013
2326,SVARTEDIKET,BERGEN,MAR,27,6.1,8,510,1.19,,8.5,1.1,0.72,784,0.62,<1,<1,1572,2013
1569,SVARTEDIKET,BERGEN,APR,27,6.5,6.9,12150,1.18,21,8.9,1.8,0.52,711,0.64,<1,<1,1481,2013
2298,SVARTEDIKET,BERGEN,APR,25,7.9,7.2,50,1.08,22,8,1.1,0.3,319,0.62,<1,<1,845,2013
1567,SVARTEDIKET,BERGEN,MAY,25,7.5,6.9,34,1.17,28,4.5,0.9,0.14,110,0.52,<1,<1,256,2013
1568,SVARTEDIKET,BERGEN,MAY,26,7,7.4,72,1.11,7,2.9,1,0.38,496,0.58,<1,<1,897,2013
2285,SVARTEDIKET,BERGEN,JUN,29,7.3,7.3,99,1.15,7,4.5,0.9,0.23,1088,0.63,<1,<1,1788,2013
1340,SVARTEDIKET,BERGEN,JUN,27,7.5,6.9,125,1.21,7,3,1.6,0.45,970,0.66,<1,<1,1400,2013
1384,SVARTEDIKET,BERGEN,JUN,27,6.8,6.9,116,1.01,7,3,1.7,0.4,825,0.6,<1,<1,1260,2013
3459,SVARTEDIKET,BERGEN,JUL,27,5.8,7.3,107,1.08,7,3.1,0.9,0.88,232,0.56,<1,<1,343,2013
2307,SVARTEDIKET,BERGEN,JUL,28,7.1,7.2,85,1.12,13,2.9,0.8,0.31,67,0.55,<1,<1,184,2013
1339,SVARTEDIKET,BERGEN,JUL,26,6.8,7.1,58,1,13,2.9,0.7,0.46,2011,0.57,<1,<1,3460,2013
2304,SVARTEDIKET,BERGEN,AUG,29,5.7,7.3,13197,1.06,13,3.7,1.5,0.35,46,0.67,<1,<1,144,2013
43,SVARTEDIKET,BERGEN,AUG,27,6.7,7.1,58,1.22,18,6.1,1.2,0.39,964,0.61,<1,<1,1739,2013
2302,SVARTEDIKET,BERGEN,AUG,28,7,6.9,3453,0.99,18,6.5,0.9,0.17,56,0.59,<1,<1,278,2013
1570,SVARTEDIKET,BERGEN,AUG,29,6.5,7,14369,0.87,18,7.9,1.3,0.27,63,0.61,<1,<1,175,2013
1563,SVARTEDIKET,BERGEN,AUG,28,6.6,7.3,70,1.56,22,,1.4,0.39,838,0.64,<1,<1,1875,2013
2284,SVARTEDIKET,BERGEN,AUG,29,7,7.3,60,1.1,28,,0.8,0.18,631,0.17,<1,<1,1813,2013
2288,SVARTEDIKET,BERGEN,SEP,26,6.3,7.2,97,1.06,7,,0.8,0.56,357,0.61,<1,<1,880,2013
1156,SVARTEDIKET,BERGEN,SEP,28,6,7,63,1.04,7,6.4,1.1,1.04,243,0.29,<1,<1,493,2013
1341,SVARTEDIKET,BERGEN,SEP,28,4.4,7.1,113,0.92,7,5.9,1.5,1.17,358,0.18,<1,<1,722,2013
1565,SVARTEDIKET,BERGEN,SEP,28,4.5,7.2,79,1.15,16,7.3,1,1.04,279,0.68,<1,<1,537,2013
17,SVARTEDIKET,BERGEN,SEP,28,5.1,6.9,1789,1.01,2,8.5,2.1,0.68,408,0.55,<1,<1,1946,2013
18,SVARTEDIKET,BERGEN,SEP,27,7.5,7.2,36,1.05,2,8.9,1.1,0.27,282,0.65,<1,<1,1134,2013
1338,SVARTEDIKET,BERGEN,OCT,28,6.8,7,59,0.93,11,8,1.3,0.32,648,0.6,<1,<1,2267,2013
2333,SVARTEDIKET,BERGEN,OCT,28,6.8,6.9,114,1.13,13,4.5,1.4,0.23,388,0.64,<1,<1,1785,2013
2334,SVARTEDIKET,BERGEN,OCT,28,5.9,6.8,1108,1.08,6,3,2.2,0.62,386,0.74,<1,<1,1520,2013
2335,SVARTEDIKET,BERGEN,OCT,28,4.9,6.7,88,1.06,6,3,2.2,0.28,480,0.62,<1,<1,2200,2013
2336,SVARTEDIKET,BERGEN,OCT,28,6.8,6.9,1686,1.09,6,3.1,1.4,0.25,236,0.93,<1,<1,1223,2013
3468,SVARTEDIKET,BERGEN,NOV,28,7.1,6.9,45,1.16,,2.9,1.2,0.29,451,0.79,<1,<1,1636,2013
2300,SVARTEDIKET,BERGEN,NOV,26,6.9,6.6,56,0.97,11,2.9,1.1,0.3,177,0.65,<1,<1,542,2013
2303,SVARTEDIKET,BERGEN,NOV,28,6.5,6.3,49,1.04,13,3.7,1,0.22,87,0.53,<1,<1,323,2013
2290,SVARTEDIKET,,DEC,29,4.9,6.6,169,1.1,6,,2.1,0.76,250,0.64,<1,<1,1241,2013
2299,SVARTEDIKET,,DEC,28,4.2,6.5,19575,1.12,8,,1.4,0.39,210,0.54,<1,<1,528,2013
2305,OYEREN,STROMMEN,JAN,28,6.9,7.1,63,1.1,2,,0.9,0.16,152,0.52,<1,<1,336,2013
2296,OYEREN,STROMMEN,JAN,26,6.6,6.7,69,1.09,11,,0.8,0.38,185,0.58,<1,<1,464,2013
2292,OYEREN,STROMMEN,JAN,29,4.5,6.6,6381,1.15,13,,2.1,0.34,196,0.57,<1,<1,435,2013
2306,OYEREN,STROMMEN,JAN,29,6.2,7.2,9326,1.03,6,,1.3,0.22,61,0.61,<1,<1,141,2013
3473,OYEREN,STROMMEN,FEB,27,6.6,7.1,15158,1.04,8,,1.1,0.26,126,0.11,<1,<1,810,2013
1442,OYEREN,STROMMEN,FEB,29,6.3,7.3,74,0.97,8,,1.2,0.29,725,0.15,<1,<1,1813,2013
1448,OYEREN,STROMMEN,FEB,27,6,7.6,429,1.08,8,,1.1,1.1,3,0.72,<1,<1,362,2013
2352,OYEREN,,FEB,27,6,7.8,308,1.04,9,,1.1,1.47,3,0.6,<1,<1,343,2013
3080,OYEREN,STROMMEN,FEB,20,5.8,7.4,505,0.85,9,,0.6,0.73,4,0.55,<1,<1,1517,2013
3081,OYEREN,STROMMEN,MAR,24,6.1,7.5,465,1.03,9,,0.5,0.34,4,0.59,<1,<1,1458,2013
1444,,STROMMEN,MAR,28,6.4,7.1,183,0.95,,,2.3,0.62,209,0.5,<1,<1,398,2013
2780,OYEREN,STROMMEN,MAR,27,7.1,7.4,135,0.99,14,,1.9,0.72,419,0.62,<1,<1,995,2013
1894,OYEREN,STROMMEN,APR,32,6.7,7.2,103,0.89,14,,1,,11,0.65,<1,<1,70,2013
1892,OYEREN,STROMMEN,APR,30,6.8,7.1,106,0.95,17,,1,,13,0.61,<1,<1,137,2013
2423,OYEREN,STROMMEN,APR,22,7.8,7.9,213,1.03,17,,1.5,0.35,7742,0.54,<1,<1,15083,2013
2424,OYEREN,STROMMEN,APR,22,7.7,8.1,312,0.92,17,,2,0.75,12675,0.59,<1,<1,32017,2013
2425,OYEREN,STROMMEN,MAY,24,6.9,7.6,99,1.01,11,,1.6,1.39,3066,0.63,<1,<1,5395,2013
2422,OYEREN,STROMMEN,MAY,27,7.3,8,230,0.95,11,,1.6,0.69,2346,0.55,<1,<1,4348,2013
1642,OYEREN,STROMMEN,MAY,26,6.8,8.1,264,1,11,,2.6,1.16,2428,0.59,<1,<1,5142,2013
1643,OYEREN,STROMMEN,MAY,25,7.2,8.1,272,0.89,,,3.1,1.46,2196,0.65,<1,<1,4586,2013
1455,OYEREN,STROMMEN,JUN,28,8,8.3,312,1.08,,,1.4,0.73,1618,0.81,<1,<1,4319,2013
1456,OYEREN,STROMMEN,JUN,29,8.2,8,19595,1.05,22,,2,0.94,624,0.8,<1,<1,1116,2013
2426,OYEREN,STROMMEN,JUN,26,7,8,199,1.07,22,,1.8,1.11,1503,0.66,<1,<1,3573,2013
2427,OYEREN,STROMMEN,JUN,28,7.2,8.1,201,0.94,2,,1.6,0.36,1239,0.1,<1,<1,2324,2013
1685,OYEREN,STROMMEN,JUN,31,6.8,7.8,505,1.02,24,,2.1,0.02,,0.7,<1,<1,,2013
2444,OYEREN,STROMMEN,JUN,25,6.5,7.9,11170,1.04,12,,3,0.3,,0.88,<1,<1,,2013
2442,OYEREN,STROMMEN,JUL,25,6.9,7.4,4990,1.05,8,7.7,3,0.37,,0.77,<1,<1,,2013
2443,OYEREN,STROMMEN,JUL,25,6.8,8.1,1516,1,8,7.1,,0.28,,0.8,<1,<1,,2013
2445,OYEREN,STROMMEN,JUL,26,6,7.3,44600,1.03,8,7.4,,0.23,,0.8,<1,<1,,2013
1450,OYEREN,STROMMEN,JUL,27,6.8,7.5,890,0.97,8,7.1,2.1,0.51,274,0.61,<1,<1,589,2013
1159,OYEREN,STROMMEN,JUL,23,7.3,7.6,160,0.95,8,7.6,1.9,0.06,32,0.31,<1,<1,89,2013
1160,OYEREN,STROMMEN,JUL,25,7,7.7,111,1.07,8,7.1,2.2,0.08,53,0.75,<1,<1,131,2013
1161,OYEREN,,AUG,26,6.7,7.7,139,1.19,15,7.6,3.1,0.22,123,0.68,<1,<1,300,2013
1162,OYEREN,STROMMEN,AUG,29,7.2,7.2,288,0.98,15,7.5,2.1,0.14,33,0.75,<1,<1,91,2013
1328,OYEREN,STROMMEN,AUG,24,7,7.1,95,1.07,15,7.2,1.9,0.08,47,0.67,<1,<1,118,2013
1329,OYEREN,STROMMEN,AUG,24,7,7.5,84,1.09,15,7.6,1.7,0.06,32,0.63,<1,<1,87,2013
1330,,STROMMEN,AUG,29,7.4,7,3101,0.97,7,7.6,15.6,0.15,76,0.66,<1,<1,174,2013
3025,OYEREN,STROMMEN,AUG,29,7.2,7.3,510,0.96,7,,2.9,0.08,46,0.6,2,<1,123,2013
3026,OYEREN,STROMMEN,SEP,24,7.1,7.4,88,0.93,7,,1.8,0.07,34,0.79,<1,<1,90,2013
3027,OYEREN,STROMMEN,SEP,29,7.2,6.9,338,1.04,7,,3.8,0.07,44,0.8,<1,<1,104,2013
3028,OYEREN,STROMMEN,SEP,26,6.7,7.6,162,0.79,13,,3.3,0.16,90,0.8,<1,<1,249,2013
3029,OYEREN,STROMMEN,SEP,27,6.7,7.6,182,0.93,13,6.4,4.1,0.15,92,0.79,<1,<1,251,2013
3023,,STROMMEN,SEP,32,0.2,7.2,2219,0.94,13,5.9,185.8,1.75,180000000,0.56,<1,<1,300000000,2013
1885,OYEREN,STROMMEN,OCT,,6.8,8,414,0.96,18,7.3,3.1,0.88,,0.68,<1,<1,,2013
1023,OYEREN,STROMMEN,OCT,21,5.5,7.4,635,0.96,18,8.5,8.8,5.08,1400,0.45,<1,<1,5500,2013
1024,OYEREN,STROMMEN,OCT,24,5.5,7.4,1051,0.92,18,8.9,25,6.8,32000,0.14,<1,<1,63000,2013
1295,OYEREN,STROMMEN,OCT,21,5.3,7.3,636,0.98,22,8,9.9,5,2150,0.68,<1,<1,10000,2013
1473,OYEREN,,OCT,24,5.1,7.4,993,0.83,16,7,21.9,6.63,36250,0.81,<1,<1,57750,2013
1698,OYEREN,STROMMEN,OCT,21,5.3,7.5,632,1.05,2,6.9,13.5,5.08,20000,0.22,<1,<1,34750,2013
1699,OYEREN,STROMMEN,NOV,18,4.9,7.4,973,0.99,2,7.4,17.5,4.77,22000,0.75,<1,<1,40667,2013
1700,OYEREN,STROMMEN,NOV,22,4.3,7.5,1156,1.03,11,7.5,24.5,7.65,33750,0.73,<1,<1,65000,2013
1701,OYEREN,STROMMEN,NOV,22,4.8,7.4,904,0.88,13,6.9,26,8.6,31750,0.62,<1,<1,55000,2013
1702,OYEREN,,NOV,21,5.1,7.4,1110,1,6,7.1,16,14.85,3475,0.78,<1,<1,12000,2013
1703,OYEREN,,NOV,24,5.3,7.4,1290,0.86,6,7.1,26.9,8.1,36250,0.62,<1,<1,66250,2013
1704,OYEREN,STROMMEN,NOV,22,4.9,7.4,990,0.99,6,7.2,27.8,6.78,19000,0.59,<1,<1,40500,2013
1705,OYEREN,STROMMEN,DEC,22,5.2,7.4,914,0.97,2,6.8,20.5,6.18,14750,0.74,<1,<1,29500,2013
1025,,STROMMEN,DEC,,6.4,7.9,1808,0.98,11,7,21,5.9,,0.66,<1,<1,,2013
1026,OYEREN,STROMMEN,DEC,,6.6,7.8,1302,0.96,13,7.2,18,,,0.67,<1,<1,,2013
1887,OYEREN,STROMMEN,DEC,,6.4,8,1286,0.87,6,7.4,19.5,,,0.83,<1,<1,,2013
1718,OYEREN,STROMMEN,DEC,33,4.8,7.5,280,0.93,,7.6,2.4,0.72,3,0.65,<1,<1,4,2013
1871,OYEREN,STROMMEN,DEC,20,7.7,7.4,344,0.99,,7.8,1.2,0.37,9,0.77,<1,<1,19,2013
2624,OYEREN,STROMMEN,DEC,20,7.3,7,310,0.98,,7.3,1.4,0.38,13,0.62,<1,<1,22,2013
2625,SEVELLE,STROMMEN,JAN,20,7.1,7.7,303,0.96,,7.2,1.5,0.34,13,0.64,<1,<1,23,2013
1884,SEVELLE,STROMMEN,JAN,20,3.3,7.5,1630,1.01,,7.2,185,1.75,,0.65,<1,<1,,2013
1870,SEVELLE,STROMMEN,JAN,18,6.2,7.5,788,0.89,2,7.9,41.5,4.08,105,0.8,<1,<1,235,2013
2947,SEVELLE,STROMMEN,FEB,24,6,8.3,468,0.91,2,7.9,1.4,0.43,5,1.18,<1,<1,16,2013
1717,SEVELLE,STROMMEN,FEB,19,5.9,7.3,234,0.81,16,7.6,1.5,0.36,4,0.85,<1,<1,12,2013
2948,SEVELLE,STROMMEN,FEB,23,6.4,8,527,1.05,2,7.5,1.2,0.35,5,0.8,<1,<1,21,2013
2949,SEVELLE,STROMMEN,MAR,24,5.9,7.9,796,0.9,2,7.8,1.5,0.48,4,0.67,<1,<1,14,2013
3305,SEVELLE,STROMMEN,MAR,23,7.3,7.4,388,0.94,11,8.1,2.1,0.58,,0.76,<1,<1,46,2013
2869,SEVELLE,STROMMEN,MAR,28,8.5,7.5,166,0.91,13,8.3,2.7,0,0,0.67,<1,<1,31,2013
2838,SEVELLE,STROMMEN,APR,29,8.9,7,125,0.96,6,7.6,1.9,0,0,,<1,<1,45,2013
2868,SEVELLE,STROMMEN,APR,30,8,7.8,144,0.94,6,7.7,2.1,0,0,0.73,<1,<1,51,2013
1424,SEVELLE,STROMMEN,APR,30,7.5,7.7,87,0.92,6,7.7,1.2,0,0,0.67,<1,<1,54,2013
1457,SEVELLE,STROMMEN,MAY,28,8.5,7.6,84,0.98,6,7.7,2,0,0,0.7,<1,<1,16,2013
1627,SEVELLE,STROMMEN,MAY,29,8.4,7.5,103,1.07,8,7.8,1.9,0,0,0.68,<1,<1,75,2013
1628,SEVELLE,STROMMEN,MAY,30,8.7,7.2,117,0.98,8,7.7,3.2,0,0,0.61,<1,<1,52,2013
2861,,STROMMEN,MAY,29,6.5,7.7,287,0.91,8,7.6,8.2,0,0,0.32,<1,<1,114,2013
2862,,STROMMEN,MAY,28,8.6,7.5,130,0.9,9,7.8,4.6,0,0,0.61,<1,<1,39,2013
2864,,STROMMEN,JUN,28,8.9,7.5,109,0.95,,7.8,1.2,0,0,0.69,<1,<1,33,2013
2874,SEVELLE,STROMMEN,JUN,30,9.8,8.4,246,0.95,,7.85,1.2,0,0,0.63,<1,<1,10,2013
1458,SEVELLE,STROMMEN,JUN,28,7.6,7.5,147,0.86,,7.9,1.3,0,0,0.62,<1,<1,30,2013
1624,SEVELLE,STROMMEN,JUN,29,8.7,7.6,202,1.04,2,7.95,1.2,0,0,0.55,<1,<1,60,2013
2863,SEVELLE,STROMMEN,JUL,28,8.4,7.4,177,0.94,11,8,2.4,0,0,0.63,<1,<1,48,2013
2873,SEVELLE,STROMMEN,JUL,29,8.7,7.6,203,0.9,13,7.5,2.5,0,0,0.71,<1,<1,59,2013
2865,SEVELLE,STROMMEN,JUL,32,8.2,7.4,120,0.85,6,6.9,1.9,0,0,0.76,<1,<1,46,2013
2866,SEVELLE,,AUG,32,8,7.2,110,0.97,,6.8,1.4,0,0,0.63,<1,<1,80,2013
1925,SEVELLE,,AUG,30,8.4,7.6,213,1.06,,6.5,1.5,0,0,0.6,<1,<1,20,2013
2877,SEVELLE,,SEP,29,9.4,7.8,174,0.93,,6.9,1,0,0,0.75,<1,<1,16,2013
1926,SEVELLE,,SEP,31,8.1,8,244,0.99,,7.5,2.4,0,0,0.25,<1,<1,73,2013
2878,SEVELLE,,SEP,29,8.1,8,162,1.02,,7.2,1.8,0,0,0.7,<1,<1,26,2013
2867,SEVELLE,STROMMEN,OCT,30,8.7,7.6,163,1.02,,7,2.6,0,0,0.64,<1,<1,24,2013
2852,SEVELLE,STROMMEN,OCT,29,8.7,7.6,143,0.99,6,7.5,1.9,0,0,0.7,<1,<1,58,2013
2857,SEVELLE,STROMMEN,OCT,30,9.2,7.6,208,0.98,8,7.2,1.9,0,0,0.64,<1,<1,30,2013
2879,SEVELLE,STROMMEN,NOV,29,8.3,7.7,158,1.04,8,7,2,0,0,0.72,<1,<1,48,2013
1625,SEVELLE,STROMMEN,NOV,29,5.9,7.1,338,1.05,8,4.5,6.6,0,0,0.55,<1,<1,522,2013
1626,SEVELLE,STROMMEN,NOV,30,4.3,7.4,269,0.93,9,3,12.3,0,0,0.84,<1,<1,412,2013
2858,SEVELLE,STROMMEN,DEC,29,8.2,7.1,109,0.97,2,3,3.3,0,0,0.12,<1,<1,12,2013
2859,SEVELLE,STROMMEN,DEC,28,11.1,7.6,131,1.36,2,3.1,3.6,0,0,0.73,<1,<1,32,2013
2860,BRUSDALSVATNET,ALESUND,JAN,29,7.4,7.1,116,0.94,2,2.9,2.7,0,0,0.85,<1,<1,55,2013
2880,BRUSDALSVATNET,ALESUND,JAN,28,8.2,7.6,112,0.93,2,2.9,2.1,0,0,0.84,<1,<1,31,2013
1927,BRUSDALSVATNET,ALESUND,JAN,29,8.5,7.5,169,0.88,11,3.7,3.6,0,0,0.71,<1,<1,41,2013
2853,BRUSDALSVATNET,ALESUND,JAN,28,11.4,7.2,128,0.91,13,,1,0,0,0.64,<1,<1,20,2013
2854,BRUSDALSVATNET,ALESUND,JAN,29,8.9,7.6,221,0.97,6,,1.7,0,0,0.87,<1,<1,30,2013
2856,BRUSDALSVATNET,ALESUND,FEB,30,9.3,7.6,193,1.01,16,,2.3,0,0,0.58,<1,<1,41,2013
2870,BRUSDALSVATNET,ALESUND,FEB,28,9.1,7.3,217,0.94,2,5.8,3.9,0,0,0.63,<1,<1,67,2013
2871,BRUSDALSVATNET,ALESUND,FEB,28,7.9,7.3,131,0.99,2,5.6,0.8,0,0,0.71,<1,<1,38,2013
2872,BRUSDALSVATNET,,FEB,29,8.7,7.4,176,0.99,11,5.4,2.2,0,0,0.65,<1,<1,36,2013
2855,BRUSDALSVATNET,,FEB,30,8.1,7.3,199,0.99,13,5.7,2.2,0,0,0.73,<1,<1,56,2013
2876,BRUSDALSVATNET,,FEB,30,8.2,7.4,170,1.04,6,5.7,2.2,0,0,0.73,<1,<1,39,2013
3383,BRUSDALSVATNET,,MAR,25,7.7,7.2,95,0.96,6,3.5,1.8,2.67,22,0.84,<1,<1,50,2013
3384,BRUSDALSVATNET,,MAR,25,7.6,7.2,92,0.99,6,3.2,2.5,2.41,20,0.98,<1,<1,45,2013
3380,BRUSDALSVATNET,,MAR,25,9.9,7.2,65,1,15,4.7,1.5,2.31,21,0.7,<1,<1,55,2013
1632,BRUSDALSVATNET,,MAR,24,7.6,7.4,93,1.01,8,4.8,2.1,2.89,276,0.66,<1,<1,408,2013
1428,BRUSDALSVATNET,ALESUND,MAR,22,5.5,2.9,568,1.02,5,5.3,6.8,1.12,18,1.14,<1,<1,33,2013
3369,BRUSDALSVATNET,ALESUND,MAR,16,7.6,7,42,0.94,12,5.6,1.3,3.01,11,0.63,<1,<1,27,2013
3370,,ALESUND,MAR,17,7.7,7.1,45,0.98,13,5.4,1.4,2.89,9,0.64,1,<1,22,2013
3371,,ALESUND,APR,23,8.3,7,59,1.03,6,5.2,1.7,2.86,16,0.64,<1,<1,33,2013
3375,,ALESUND,APR,25,6.9,2.6,1072,0.95,6,5,3.2,1.17,3,0.12,<1,<1,21,2013
3376,,ALESUND,APR,25,7.7,6.3,250,1.01,,4.8,2.1,3.88,180,0.69,<1,<1,326,2013
3381,BRUSDALSVATNET,ALESUND,APR,25,8.8,7.3,37,1,,4.6,1.5,1.62,15,0.67,<1,<1,35,2013
3382,BRUSDALSVATNET,ALESUND,APR,25,7.3,7.3,72,0.94,,4.4,2,1.65,17,0.59,<1,<1,36,2013
3377,BRUSDALSVATNET,ALESUND,MAY,20,7.5,7,38,1.02,,4.2,1.7,2.2,18,0.59,<1,<1,40,2013
3378,BRUSDALSVATNET,ALESUND,MAY,22,7.8,7.1,44,1,,4,1.6,2.62,15,0.11,<1,<1,33,2013
1631,BRUSDALSVATNET,ALESUND,MAY,20,7,7,100,0.99,,3.8,2.4,3.03,1967,,<1,<1,2600,2013
3379,BRUSDALSVATNET,ALESUND,MAY,21,7.5,6.3,52,0.88,,3.6,1.7,0.82,7,0.64,<1,<1,21,2013
3367,BRUSDALSVATNET,ALESUND,MAY,16,6.4,6.9,61,0.98,,3.4,2.6,3.88,227,0.57,<1,<1,538,2013
3368,BRUSDALSVATNET,ALESUND,JUN,17,7.5,7.1,39,0.99,,3.2,1.4,2.88,12,0.57,<1,<1,22,2013
3372,BRUSDALSVATNET,ALESUND,JUN,17,8,7.1,41,0.99,18,3,1.4,3.35,10,0.64,<1,<1,25,2013
1633,BRUSDALSVATNET,ALESUND,JUN,24,7.9,7.3,93,1.07,11,2.8,1.7,5.02,295,0.56,<1,<1,418,2013
3353,BRUSDALSVATNET,ALESUND,JUN,18,7.5,6.9,69,1.03,9,7.1,1.9,4.92,20,0.7,<1,<1,49,2013
3354,BRUSDALSVATNET,ALESUND,JUL,18,7.9,7.2,46,0.94,16,7.1,1.7,2.72,20,0.65,<1,<1,45,2013
3355,BRUSDALSVATNET,ALESUND,JUL,18,8,7.2,42,0.83,3,7.4,1.4,2.47,5,0.62,<1,<1,31,2013
3356,BRUSDALSVATNET,ALESUND,JUL,25,7.7,7.1,101,0.98,7,7.5,1.5,3.42,16,0.54,<1,<1,43,2013
3350,BRUSDALSVATNET,ALESUND,JUL,19,7.2,7.1,49,0.96,7,7.2,1.6,2.86,17,0.64,<1,<1,40,2013
3351,BRUSDALSVATNET,ALESUND,AUG,21,8.2,7.1,49,1.03,7,6.9,1.2,2.81,15,0.56,<1,<1,32,2013
3352,,ALESUND,AUG,21,7.8,7.1,58,0.95,7,7.8,1.5,2.97,19,0.61,<1,<1,43,2013
3359,,ALESUND,AUG,18,3.9,7.1,235,0.95,13,8,16.9,16.61,16500,0.53,<1,<1,23000,2013
3360,,ALESUND,AUG,18,4.9,7.1,182,1.03,13,8,14.2,11.61,10417,0.47,<1,<1,15500,2013
3361,,ALESUND,SEP,19,2.7,7.1,281,0.96,13,7.7,35.4,14.84,41000,0.65,<1,<1,62667,2013
3362,,ALESUND,SEP,19,2.5,7.1,382,0.97,18,7.9,37.2,11.81,53083,0.15,<1,<1,87167,2013
3357,,ALESUND,SEP,18,8,7,48,1.03,18,8,1.4,3.8,17,0.6,<1,<1,41,2013
3358,,ALESUND,SEP,24,8.4,7.1,48,1.01,18,7.8,1.2,3.08,18,0.6,<1,<1,45,2013
3363,,ALESUND,OCT,17,6.8,6.6,49,1,22,8.5,1.9,3.07,18,0.6,<1,<1,38,2013
3364,,ALESUND,OCT,18,2.1,7,286,0.95,28,8.3,45.6,10.61,51250,,<1,<1,84500,2013
3365,BRUSDALSVATNET,ALESUND,OCT,19,4,7.1,194,1.03,7,7.8,22.4,10.47,29500,0.61,<1,<1,45250,2013
1427,BRUSDALSVATNET,ALESUND,OCT,24,7.7,7.2,107,0.9,7,8.5,6.6,3.02,285,0.72,<1,<1,425,2013
3366,BRUSDALSVATNET,ALESUND,NOV,22,7.6,7.1,51,0.93,7,8.2,2,2.6,37,0.67,<1,<1,81,2013
3373,BRUSDALSVATNET,ALESUND,NOV,20,7.7,7.1,46,0.86,11,7.3,1.6,3.93,8,0.68,<1,<1,22,2013
3374,BRUSDALSVATNET,ALESUND,NOV,20,7.7,7.1,49,0.96,9,8.3,1.9,3.89,11,0.58,<1,<1,26,2013
2050,BRUSDALSVATNET,ALESUND,NOV,24,6.5,7.4,297,0.88,16,8,1,0.13,26,0.57,<1,<1,438,2013
2051,BRUSDALSVATNET,ALESUND,NOV,24,6.3,7.5,287,0.87,3,,0.9,0.14,5,0.87,<1,<1,204,2013
2052,BRUSDALSVATNET,ALESUND,DEC,24,6.5,7.2,375,0.94,2,,1.1,0.17,33,0.45,<1,<1,625,2013
2053,BRUSDALSVATNET,ALESUND,DEC,24,6.9,6.9,349,1.09,2,,1.1,0.18,38,0.65,<1,<1,503,2013
1403,BRUSDALSVATNET,ALESUND,DEC,28,6.6,7.8,165,0.95,2,,1.6,,268,0.69,<1,<1,316,2013
1404,BRUSDALSVATNET,ALESUND,DEC,28,6.4,8,155,0.99,2,,3.9,0.5,512,0.66,<1,<1,516,2013
1726,BRUSDALSVATNET,ALESUND,DEC,27,6.5,8,168,0.95,11,,4.2,0.99,488,0.63,<1,<1,616,2013
1393,MARIDASVANNET,OSLO,JAN,29.1,6.7,7.7,218,0.88,13,,5,1.31,0,0.79,<1,<1,0,2012
2459,MARIDASVANNET,OSLO,JAN,27,4.2,7.9,4909,0.97,6,,18,7,0,0.56,<1,<1,0,2012
2460,MARIDASVANNET,OSLO,FEB,28.1,4.6,8,23576,0.93,6,,158.8,6.88,35,0.61,<1,<1,46,2012
2461,MARIDASVANNET,OSLO,FEB,29.1,4.8,7.8,65700,0.96,8,,164,3.42,0,0.74,<1,<1,0,2012
2462,MARIDASVANNET,OSLO,MAR,27.7,6.7,8.5,235,0.91,8,,0,3.1,0,0.68,<1,<1,0,2012
2463,MARIDASVANNET,OSLO,MAR,27.1,6.7,8.3,262,1.1,8,,0,0,0,0.67,<1,<1,0,2012
2464,MARIDASVANNET,OSLO,APR,27.1,6.8,7.8,227,0.85,9,,0,0,0,0.13,<1,<1,0,2012
2465,MARIDASVANNET,OSLO,APR,27.3,6.8,8.5,249,0.85,,,0,0.11,0,0.75,<1,<1,0,2012
2466,MARIDASVANNET,OSLO,MAY,27,4.2,8.2,2754,0.9,,,42,0,0,0.57,<1,<1,0,2012
1150,MARIDASVANNET,OSLO,JUN,27.6,7.1,7.3,212,0.91,,,1.4,0.84,3,0.65,<1,<1,6,2012
1246,MARIDASVANNET,OSLO,JUL,28.2,5,8.3,12771,0.92,,,4.1,1.48,7,0.7,<1,<1,30,2012
1860,MARIDASVANNET,OSLO,AUG,28,6.7,8,304,0.93,,,1.5,0.18,1500,0.69,<1,<1,3550,2012
1861,,OSLO,SEP,28.5,5.8,7.7,1315,0.96,,,2.5,0.22,1900,,<1,<1,6800,2012
1862,MARIDASVANNET,OSLO,OCT,29.5,5.9,7.6,36593,0.84,,,3.9,0.07,1200,0.64,<1,<1,3200,2012
1865,MARIDASVANNET,OSLO,OCT,27,7.6,7.7,1291,0.9,,,10,0.34,23,0.63,<1,<1,77,2012
1148,MARIDASVANNET,OSLO,NOV,29.5,6,7.7,18865,0.79,,,3.6,3.12,900,0.69,<1,<1,2450,2012
1435,MARIDASVANNET,OSLO,NOV,27,4.3,8.4,605,0.91,,,6.5,1.68,5,0.78,<1,<1,15,2012
1149,MARIDASVANNET,OSLO,DEC,26.7,3.7,8.2,600,0.95,7,,4.3,1.66,6,0.6,<1,<1,20,2012
1438,,OSLO,JAN,27,4.6,7.2,729,0.89,7,,4,0.33,900,0.68,<1,<1,2300,2012
